"","activity","gender","year","age_group","amount"
"8193","alcohol and drug team","Female",2016,"15–",1342
"8194","alcohol and drug team","Female",2016,"20–",2384
"8195","alcohol and drug team","Female",2016,"25–",1814
"8196","alcohol and drug team","Female",2016,"30–",2043
"8197","alcohol and drug team","Female",2016,"35–",1738
"8198","alcohol and drug team","Female",2016,"40–",1745
"8199","alcohol and drug team","Female",2016,"40–",1837
"8200","alcohol and drug team","Female",2016,"50–",1595
"8201","alcohol and drug team","Female",2016,"60–",1243
"8202","alcohol and drug team","Female",2016,"60–",744
"8203","alcohol and drug team","Female",2016,"65–",359
"8204","alcohol and drug team","Female",2016,"70–",227
"8205","alcohol and drug team","Female",2016,"75–",109
"8206","alcohol and drug team","Female",2016,"80–",40
"8207","alcohol and drug team","Female",2016,"85+",13
"8208","alcohol and drug team","Female",2016,"85+",10
"8209","forensic team","Male",2016,"0–",0
"8210","forensic team","Male",2016,"10–",0
"8211","forensic team","Male",2016,"15–",250
"8212","forensic team","Male",2016,"20–",911
"8213","forensic team","Male",2016,"25–",980
"8214","forensic team","Male",2016,"30–",955
"8215","forensic team","Male",2016,"35–",717
"8216","forensic team","Male",2016,"40–",614
"8217","forensic team","Male",2016,"40–",586
"8218","forensic team","Male",2016,"50–",401
"8219","forensic team","Male",2016,"60–",282
"8220","forensic team","Male",2016,"60–",158
"8221","forensic team","Male",2016,"65–",88
"8222","forensic team","Male",2016,"70–",50
"8223","forensic team","Male",2016,"75–",22
"8224","forensic team","Male",2016,"80–",14
"8225","forensic team","Male",2016,"85+",8
"8226","forensic team","Male",2016,"85+",2
"8227","forensic team","Female",2016,"0–",0
"8228","forensic team","Female",2016,"10–",0
"8229","forensic team","Female",2016,"15–",81
"8230","forensic team","Female",2016,"20–",207
"8231","forensic team","Female",2016,"25–",196
"8232","forensic team","Female",2016,"30–",210
"8233","forensic team","Female",2016,"35–",154
"8234","forensic team","Female",2016,"40–",143
"8235","forensic team","Female",2016,"40–",121
"8236","forensic team","Female",2016,"50–",109
"8237","forensic team","Female",2016,"60–",70
"8238","forensic team","Female",2016,"60–",35
"8239","forensic team","Female",2016,"65–",21
"8240","forensic team","Female",2016,"70–",9
"8241","forensic team","Female",2016,"75–",2
"8242","forensic team","Female",2016,"80–",0
"8243","forensic team","Female",2016,"85+",1
"8244","forensic team","Female",2016,"85+",0
"8245","residential/accommodation team","Male",2016,"0–",8
"8246","residential/accommodation team","Male",2016,"10–",5
"8247","residential/accommodation team","Male",2016,"15–",34
"8248","residential/accommodation team","Male",2016,"20–",209
"8249","residential/accommodation team","Male",2016,"25–",386
"8250","residential/accommodation team","Male",2016,"30–",330
"8251","residential/accommodation team","Male",2016,"35–",282
"8252","residential/accommodation team","Male",2016,"40–",288
"8253","residential/accommodation team","Male",2016,"40–",316
"8254","residential/accommodation team","Male",2016,"50–",308
"8255","residential/accommodation team","Male",2016,"60–",277
"8256","residential/accommodation team","Male",2016,"60–",246
"8257","residential/accommodation team","Male",2016,"65–",206
"8258","residential/accommodation team","Male",2016,"70–",96
"8259","residential/accommodation team","Male",2016,"75–",43
"8260","residential/accommodation team","Male",2016,"80–",26
"8261","residential/accommodation team","Male",2016,"85+",6
"8262","residential/accommodation team","Male",2016,"85+",5
"8263","residential/accommodation team","Female",2016,"0–",12
"8264","residential/accommodation team","Female",2016,"10–",4
"8265","residential/accommodation team","Female",2016,"15–",77
"8266","residential/accommodation team","Female",2016,"20–",311
"8267","residential/accommodation team","Female",2016,"25–",337
"8268","residential/accommodation team","Female",2016,"30–",321
"8269","residential/accommodation team","Female",2016,"35–",300
"8270","residential/accommodation team","Female",2016,"40–",245
"8271","residential/accommodation team","Female",2016,"40–",314
"8272","residential/accommodation team","Female",2016,"50–",344
"8273","residential/accommodation team","Female",2016,"60–",328
"8274","residential/accommodation team","Female",2016,"60–",229
"8275","residential/accommodation team","Female",2016,"65–",197
"8276","residential/accommodation team","Female",2016,"70–",99
"8277","residential/accommodation team","Female",2016,"75–",39
"8278","residential/accommodation team","Female",2016,"80–",17
"8279","residential/accommodation team","Female",2016,"85+",7
"8280","residential/accommodation team","Female",2016,"85+",3
"8281","co-existing problems team","Male",2016,"0–",0
"8282","co-existing problems team","Male",2016,"10–",6
"8283","co-existing problems team","Male",2016,"15–",40
"8284","co-existing problems team","Male",2016,"20–",135
"8285","co-existing problems team","Male",2016,"25–",167
"8286","co-existing problems team","Male",2016,"30–",172
"8287","co-existing problems team","Male",2016,"35–",150
"8288","co-existing problems team","Male",2016,"40–",110
"8289","co-existing problems team","Male",2016,"40–",113
"8290","co-existing problems team","Male",2016,"50–",112
"8291","co-existing problems team","Male",2016,"60–",75
"8292","co-existing problems team","Male",2016,"60–",54
"8293","co-existing problems team","Male",2016,"65–",31
"8294","co-existing problems team","Male",2016,"70–",9
"8295","co-existing problems team","Male",2016,"75–",5
"8296","co-existing problems team","Male",2016,"80–",4
"8297","co-existing problems team","Male",2016,"85+",2
"8298","co-existing problems team","Male",2016,"85+",0
"8299","co-existing problems team","Female",2016,"0–",0
"8300","co-existing problems team","Female",2016,"10–",0
"8301","co-existing problems team","Female",2016,"15–",24
"8302","co-existing problems team","Female",2016,"20–",76
"8303","co-existing problems team","Female",2016,"25–",103
"8304","co-existing problems team","Female",2016,"30–",127
"8305","co-existing problems team","Female",2016,"35–",111
"8306","co-existing problems team","Female",2016,"40–",89
"8307","co-existing problems team","Female",2016,"40–",77
"8308","co-existing problems team","Female",2016,"50–",84
"8309","co-existing problems team","Female",2016,"60–",64
"8310","co-existing problems team","Female",2016,"60–",46
"8311","co-existing problems team","Female",2016,"65–",24
"8312","co-existing problems team","Female",2016,"70–",5
"8313","co-existing problems team","Female",2016,"75–",9
"8314","co-existing problems team","Female",2016,"80–",5
"8315","co-existing problems team","Female",2016,"85+",6
"8316","co-existing problems team","Female",2016,"85+",3
"8317","intellectual disability dual diagnosis team","Male",2016,"0–",0
"8318","intellectual disability dual diagnosis team","Male",2016,"10–",0
"8319","intellectual disability dual diagnosis team","Male",2016,"15–",1
"8320","intellectual disability dual diagnosis team","Male",2016,"20–",70
"8321","intellectual disability dual diagnosis team","Male",2016,"25–",76
"8322","intellectual disability dual diagnosis team","Male",2016,"30–",54
"8323","intellectual disability dual diagnosis team","Male",2016,"35–",43
"8324","intellectual disability dual diagnosis team","Male",2016,"40–",36
"8325","intellectual disability dual diagnosis team","Male",2016,"40–",42
"8326","intellectual disability dual diagnosis team","Male",2016,"50–",49
"8327","intellectual disability dual diagnosis team","Male",2016,"60–",47
"8328","intellectual disability dual diagnosis team","Male",2016,"60–",32
"8329","intellectual disability dual diagnosis team","Male",2016,"65–",17
"8330","intellectual disability dual diagnosis team","Male",2016,"70–",6
"8331","intellectual disability dual diagnosis team","Male",2016,"75–",3
"8332","intellectual disability dual diagnosis team","Male",2016,"80–",0
"8333","intellectual disability dual diagnosis team","Male",2016,"85+",0
"8334","intellectual disability dual diagnosis team","Male",2016,"85+",0
"8335","intellectual disability dual diagnosis team","Female",2016,"0–",0
"8336","intellectual disability dual diagnosis team","Female",2016,"10–",0
"8337","intellectual disability dual diagnosis team","Female",2016,"15–",0
"8338","intellectual disability dual diagnosis team","Female",2016,"20–",32
"8339","intellectual disability dual diagnosis team","Female",2016,"25–",46
"8340","intellectual disability dual diagnosis team","Female",2016,"30–",38
"8341","intellectual disability dual diagnosis team","Female",2016,"35–",30
"8342","intellectual disability dual diagnosis team","Female",2016,"40–",22
"8343","intellectual disability dual diagnosis team","Female",2016,"40–",46
"8344","intellectual disability dual diagnosis team","Female",2016,"50–",33
"8345","intellectual disability dual diagnosis team","Female",2016,"60–",29
"8346","intellectual disability dual diagnosis team","Female",2016,"60–",22
"8347","intellectual disability dual diagnosis team","Female",2016,"65–",17
"8348","intellectual disability dual diagnosis team","Female",2016,"70–",12
"8349","intellectual disability dual diagnosis team","Female",2016,"75–",2
"8350","intellectual disability dual diagnosis team","Female",2016,"80–",1
"8351","intellectual disability dual diagnosis team","Female",2016,"85+",0
"8352","intellectual disability dual diagnosis team","Female",2016,"85+",0
"8353","specialty team","Male",2016,"0–",39
"8354","specialty team","Male",2016,"10–",96
"8355","specialty team","Male",2016,"15–",704
"8356","specialty team","Male",2016,"20–",1013
"8357","specialty team","Male",2016,"25–",194
"8358","specialty team","Male",2016,"30–",48
"8359","specialty team","Male",2016,"35–",58
"8360","specialty team","Male",2016,"40–",61
"8361","specialty team","Male",2016,"40–",52
"8362","specialty team","Male",2016,"50–",50
"8363","specialty team","Male",2016,"60–",34
"8364","specialty team","Male",2016,"60–",41
"8365","specialty team","Male",2016,"65–",43
"8366","specialty team","Male",2016,"70–",26
"8367","specialty team","Male",2016,"75–",17
"8368","specialty team","Male",2016,"80–",25
"8369","specialty team","Male",2016,"85+",15
"8370","specialty team","Male",2016,"85+",6
"8371","specialty team","Female",2016,"0–",11
"8372","specialty team","Female",2016,"10–",45
"8373","specialty team","Female",2016,"15–",963
"8374","specialty team","Female",2016,"20–",1553
"8375","specialty team","Female",2016,"25–",126
"8376","specialty team","Female",2016,"30–",102
"8377","specialty team","Female",2016,"35–",86
"8378","specialty team","Female",2016,"40–",82
"8379","specialty team","Female",2016,"40–",77
"8380","specialty team","Female",2016,"50–",87
"8381","specialty team","Female",2016,"60–",67
"8382","specialty team","Female",2016,"60–",49
"8383","specialty team","Female",2016,"65–",36
"8384","specialty team","Female",2016,"70–",50
"8385","specialty team","Female",2016,"75–",20
"8386","specialty team","Female",2016,"80–",13
"8387","specialty team","Female",2016,"85+",17
"8388","specialty team","Female",2016,"85+",21
"8389","maternal mental health team","Male",2016,"0–",1
"8390","maternal mental health team","Male",2016,"10–",0
"8391","maternal mental health team","Male",2016,"15–",0
"8392","maternal mental health team","Male",2016,"20–",0
"8393","maternal mental health team","Male",2016,"25–",0
"8394","maternal mental health team","Male",2016,"30–",3
"8395","maternal mental health team","Male",2016,"35–",1
"8396","maternal mental health team","Male",2016,"40–",1
"8397","maternal mental health team","Male",2016,"40–",0
"8398","maternal mental health team","Male",2016,"50–",0
"8399","maternal mental health team","Male",2016,"60–",1
"8400","maternal mental health team","Male",2016,"60–",0
"8401","maternal mental health team","Male",2016,"65–",0
"8402","maternal mental health team","Male",2016,"70–",0
"8403","maternal mental health team","Male",2016,"75–",0
"8404","maternal mental health team","Male",2016,"80–",0
"8405","maternal mental health team","Male",2016,"85+",0
"8406","maternal mental health team","Male",2016,"85+",0
"8407","maternal mental health team","Female",2016,"0–",0
"8408","maternal mental health team","Female",2016,"10–",0
"8409","maternal mental health team","Female",2016,"15–",1
"8410","maternal mental health team","Female",2016,"20–",278
"8411","maternal mental health team","Female",2016,"25–",785
"8412","maternal mental health team","Female",2016,"30–",1025
"8413","maternal mental health team","Female",2016,"35–",1036
"8414","maternal mental health team","Female",2016,"40–",648
"8415","maternal mental health team","Female",2016,"40–",186
"8416","maternal mental health team","Female",2016,"50–",8
"8417","maternal mental health team","Female",2016,"60–",0
"8418","maternal mental health team","Female",2016,"60–",0
"8419","maternal mental health team","Female",2016,"65–",0
"8420","maternal mental health team","Female",2016,"70–",0
"8421","maternal mental health team","Female",2016,"75–",0
"8422","maternal mental health team","Female",2016,"80–",0
"8423","maternal mental health team","Female",2016,"85+",0
"8424","maternal mental health team","Female",2016,"85+",0
"8425","eating disorder team","Male",2016,"0–",0
"8426","eating disorder team","Male",2016,"10–",2
"8427","eating disorder team","Male",2016,"15–",13
"8428","eating disorder team","Male",2016,"20–",23
"8429","eating disorder team","Male",2016,"25–",23
"8430","eating disorder team","Male",2016,"30–",3
"8431","eating disorder team","Male",2016,"35–",6
"8432","eating disorder team","Male",2016,"40–",8
"8433","eating disorder team","Male",2016,"40–",5
"8434","eating disorder team","Male",2016,"50–",2
"8435","eating disorder team","Male",2016,"60–",3
"8436","eating disorder team","Male",2016,"60–",3
"8437","eating disorder team","Male",2016,"65–",2
"8438","eating disorder team","Male",2016,"70–",0
"8439","eating disorder team","Male",2016,"75–",0
"8440","eating disorder team","Male",2016,"80–",0
"8441","eating disorder team","Male",2016,"85+",1
"8442","eating disorder team","Male",2016,"85+",0
"8443","eating disorder team","Female",2016,"0–",0
"8444","eating disorder team","Female",2016,"10–",9
"8445","eating disorder team","Female",2016,"15–",124
"8446","eating disorder team","Female",2016,"20–",445
"8447","eating disorder team","Female",2016,"25–",259
"8448","eating disorder team","Female",2016,"30–",136
"8449","eating disorder team","Female",2016,"35–",68
"8450","eating disorder team","Female",2016,"40–",60
"8451","eating disorder team","Female",2016,"40–",50
"8452","eating disorder team","Female",2016,"50–",43
"8453","eating disorder team","Female",2016,"60–",21
"8454","eating disorder team","Female",2016,"60–",22
"8455","eating disorder team","Female",2016,"65–",13
"8456","eating disorder team","Female",2016,"70–",2
"8457","eating disorder team","Female",2016,"75–",3
"8458","eating disorder team","Female",2016,"80–",1
"8459","eating disorder team","Female",2016,"85+",0
"8460","eating disorder team","Female",2016,"85+",0
"8461","needs assessment and service coordination team","Male",2016,"0–",10
"8462","needs assessment and service coordination team","Male",2016,"10–",211
"8463","needs assessment and service coordination team","Male",2016,"15–",240
"8464","needs assessment and service coordination team","Male",2016,"20–",175
"8465","needs assessment and service coordination team","Male",2016,"25–",181
"8466","needs assessment and service coordination team","Male",2016,"30–",169
"8467","needs assessment and service coordination team","Male",2016,"35–",180
"8468","needs assessment and service coordination team","Male",2016,"40–",168
"8469","needs assessment and service coordination team","Male",2016,"40–",203
"8470","needs assessment and service coordination team","Male",2016,"50–",204
"8471","needs assessment and service coordination team","Male",2016,"60–",182
"8472","needs assessment and service coordination team","Male",2016,"60–",180
"8473","needs assessment and service coordination team","Male",2016,"65–",134
"8474","needs assessment and service coordination team","Male",2016,"70–",69
"8475","needs assessment and service coordination team","Male",2016,"75–",37
"8476","needs assessment and service coordination team","Male",2016,"80–",17
"8477","needs assessment and service coordination team","Male",2016,"85+",5
"8478","needs assessment and service coordination team","Male",2016,"85+",1
"8479","needs assessment and service coordination team","Female",2016,"0–",4
"8480","needs assessment and service coordination team","Female",2016,"10–",59
"8481","needs assessment and service coordination team","Female",2016,"15–",122
"8482","needs assessment and service coordination team","Female",2016,"20–",209
"8483","needs assessment and service coordination team","Female",2016,"25–",157
"8484","needs assessment and service coordination team","Female",2016,"30–",159
"8485","needs assessment and service coordination team","Female",2016,"35–",140
"8486","needs assessment and service coordination team","Female",2016,"40–",171
"8487","needs assessment and service coordination team","Female",2016,"40–",213
"8488","needs assessment and service coordination team","Female",2016,"50–",232
"8489","needs assessment and service coordination team","Female",2016,"60–",228
"8490","needs assessment and service coordination team","Female",2016,"60–",200
"8491","needs assessment and service coordination team","Female",2016,"65–",159
"8492","needs assessment and service coordination team","Female",2016,"70–",111
"8493","needs assessment and service coordination team","Female",2016,"75–",52
"8494","needs assessment and service coordination team","Female",2016,"80–",20
"8495","needs assessment and service coordination team","Female",2016,"85+",10
"8496","needs assessment and service coordination team","Female",2016,"85+",6
"8497","specialist psychotherapy team","Male",2016,"0–",0
"8498","specialist psychotherapy team","Male",2016,"10–",0
"8499","specialist psychotherapy team","Male",2016,"15–",0
"8500","specialist psychotherapy team","Male",2016,"20–",6
"8501","specialist psychotherapy team","Male",2016,"25–",1
"8502","specialist psychotherapy team","Male",2016,"30–",6
"8503","specialist psychotherapy team","Male",2016,"35–",4
"8504","specialist psychotherapy team","Male",2016,"40–",4
"8505","specialist psychotherapy team","Male",2016,"40–",7
"8506","specialist psychotherapy team","Male",2016,"50–",4
"8507","specialist psychotherapy team","Male",2016,"60–",3
"8508","specialist psychotherapy team","Male",2016,"60–",2
"8509","specialist psychotherapy team","Male",2016,"65–",1
"8510","specialist psychotherapy team","Male",2016,"70–",0
"8511","specialist psychotherapy team","Male",2016,"75–",0
"8512","specialist psychotherapy team","Male",2016,"80–",0
"8513","specialist psychotherapy team","Male",2016,"85+",0
"8514","specialist psychotherapy team","Male",2016,"85+",0
"8515","specialist psychotherapy team","Female",2016,"0–",0
"8516","specialist psychotherapy team","Female",2016,"10–",1
"8517","specialist psychotherapy team","Female",2016,"15–",2
"8518","specialist psychotherapy team","Female",2016,"20–",18
"8519","specialist psychotherapy team","Female",2016,"25–",31
"8520","specialist psychotherapy team","Female",2016,"30–",31
"8521","specialist psychotherapy team","Female",2016,"35–",26
"8522","specialist psychotherapy team","Female",2016,"40–",22
"8523","specialist psychotherapy team","Female",2016,"40–",16
"8524","specialist psychotherapy team","Female",2016,"50–",15
"8525","specialist psychotherapy team","Female",2016,"60–",16
"8526","specialist psychotherapy team","Female",2016,"60–",3
"8527","specialist psychotherapy team","Female",2016,"65–",2
"8528","specialist psychotherapy team","Female",2016,"70–",3
"8529","specialist psychotherapy team","Female",2016,"75–",0
"8530","specialist psychotherapy team","Female",2016,"80–",0
"8531","specialist psychotherapy team","Female",2016,"85+",0
"8532","specialist psychotherapy team","Female",2016,"85+",0
"8533","early intervention team","Male",2016,"0–",0
"8534","early intervention team","Male",2016,"10–",0
"8535","early intervention team","Male",2016,"15–",6
"8536","early intervention team","Male",2016,"20–",37
"8537","early intervention team","Male",2016,"25–",45
"8538","early intervention team","Male",2016,"30–",22
"8539","early intervention team","Male",2016,"35–",4
"8540","early intervention team","Male",2016,"40–",5
"8541","early intervention team","Male",2016,"40–",4
"8542","early intervention team","Male",2016,"50–",3
"8543","early intervention team","Male",2016,"60–",1
"8544","early intervention team","Male",2016,"60–",0
"8545","early intervention team","Male",2016,"65–",0
"8546","early intervention team","Male",2016,"70–",0
"8547","early intervention team","Male",2016,"75–",0
"8548","early intervention team","Male",2016,"80–",0
"8549","early intervention team","Male",2016,"85+",0
"8550","early intervention team","Male",2016,"85+",0
"8551","early intervention team","Female",2016,"0–",0
"8552","early intervention team","Female",2016,"10–",0
"8553","early intervention team","Female",2016,"15–",3
"8554","early intervention team","Female",2016,"20–",26
"8555","early intervention team","Female",2016,"25–",12
"8556","early intervention team","Female",2016,"30–",8
"8557","early intervention team","Female",2016,"35–",1
"8558","early intervention team","Female",2016,"40–",1
"8559","early intervention team","Female",2016,"40–",0
"8560","early intervention team","Female",2016,"50–",0
"8561","early intervention team","Female",2016,"60–",1
"8562","early intervention team","Female",2016,"60–",1
"8563","early intervention team","Female",2016,"65–",0
"8564","early intervention team","Female",2016,"70–",0
"8565","early intervention team","Female",2016,"75–",0
"8566","early intervention team","Female",2016,"80–",0
"8567","early intervention team","Female",2016,"85+",0
"8568","early intervention team","Female",2016,"85+",0
"8569","inpatient team","Male",2017,"0–",3
"8570","inpatient team","Male",2017,"10–",7
"8571","inpatient team","Male",2017,"15–",64
"8572","inpatient team","Male",2017,"20–",496
"8573","inpatient team","Male",2017,"25–",776
"8574","inpatient team","Male",2017,"30–",711
"8575","inpatient team","Male",2017,"35–",532
"8576","inpatient team","Male",2017,"40–",506
"8577","inpatient team","Male",2017,"40–",457
"8578","inpatient team","Male",2017,"50–",390
"8579","inpatient team","Male",2017,"60–",343
"8580","inpatient team","Male",2017,"60–",283
"8581","inpatient team","Male",2017,"65–",204
"8582","inpatient team","Male",2017,"70–",177
"8583","inpatient team","Male",2017,"75–",103
"8584","inpatient team","Male",2017,"80–",76
"8585","inpatient team","Male",2017,"85+",68
"8586","inpatient team","Male",2017,"85+",48
"8587","inpatient team","Female",2017,"0–",0
"8588","inpatient team","Female",2017,"10–",9
"8589","inpatient team","Female",2017,"15–",113
"8590","inpatient team","Female",2017,"20–",507
"8591","inpatient team","Female",2017,"25–",529
"8592","inpatient team","Female",2017,"30–",489
"8593","inpatient team","Female",2017,"35–",409
"8594","inpatient team","Female",2017,"40–",382
"8595","inpatient team","Female",2017,"40–",442
"8596","inpatient team","Female",2017,"50–",448
"8597","inpatient team","Female",2017,"60–",395
"8598","inpatient team","Female",2017,"60–",311
"8599","inpatient team","Female",2017,"65–",209
"8600","inpatient team","Female",2017,"70–",155
"8601","inpatient team","Female",2017,"75–",142
"8602","inpatient team","Female",2017,"80–",116
"8603","inpatient team","Female",2017,"85+",63
"8604","inpatient team","Female",2017,"85+",59
"8605","community team","Male",2017,"0–",1209
"8606","community team","Male",2017,"10–",6037
"8607","community team","Male",2017,"15–",6477
"8608","community team","Male",2017,"20–",6766
"8609","community team","Male",2017,"25–",6474
"8610","community team","Male",2017,"30–",5416
"8611","community team","Male",2017,"35–",4505
"8612","community team","Male",2017,"40–",4200
"8613","community team","Male",2017,"40–",4062
"8614","community team","Male",2017,"50–",3993
"8615","community team","Male",2017,"60–",3428
"8616","community team","Male",2017,"60–",2778
"8617","community team","Male",2017,"65–",1964
"8618","community team","Male",2017,"70–",1403
"8619","community team","Male",2017,"75–",1026
"8620","community team","Male",2017,"80–",932
"8621","community team","Male",2017,"85+",771
"8622","community team","Male",2017,"85+",753
"8623","community team","Female",2017,"0–",749
"8624","community team","Female",2017,"10–",2642
"8625","community team","Female",2017,"15–",6574
"8626","community team","Female",2017,"20–",9781
"8627","community team","Female",2017,"25–",6550
"8628","community team","Female",2017,"30–",5776
"8629","community team","Female",2017,"35–",4881
"8630","community team","Female",2017,"40–",4191
"8631","community team","Female",2017,"40–",4372
"8632","community team","Female",2017,"50–",4277
"8633","community team","Female",2017,"60–",3874
"8634","community team","Female",2017,"60–",3098
"8635","community team","Female",2017,"65–",2357
"8636","community team","Female",2017,"70–",1749
"8637","community team","Female",2017,"75–",1437
"8638","community team","Female",2017,"80–",1268
"8639","community team","Female",2017,"85+",1054
"8640","community team","Female",2017,"85+",1184
"8641","alcohol and drug team","Male",2017,"0–",14
"8642","alcohol and drug team","Male",2017,"10–",52
"8643","alcohol and drug team","Male",2017,"15–",1352
"8644","alcohol and drug team","Male",2017,"20–",3592
"8645","alcohol and drug team","Male",2017,"25–",4646
"8646","alcohol and drug team","Male",2017,"30–",4614
"8647","alcohol and drug team","Male",2017,"35–",3953
"8648","alcohol and drug team","Male",2017,"40–",3373
"8649","alcohol and drug team","Male",2017,"40–",3192
"8650","alcohol and drug team","Male",2017,"50–",3027
"8651","alcohol and drug team","Male",2017,"60–",2266
"8652","alcohol and drug team","Male",2017,"60–",1487
"8653","alcohol and drug team","Male",2017,"65–",769
"8654","alcohol and drug team","Male",2017,"70–",389
"8655","alcohol and drug team","Male",2017,"75–",138
"8656","alcohol and drug team","Male",2017,"80–",64
"8657","alcohol and drug team","Male",2017,"85+",26
"8658","alcohol and drug team","Male",2017,"85+",5
"8659","alcohol and drug team","Female",2017,"0–",19
"8660","alcohol and drug team","Female",2017,"10–",26
"8661","alcohol and drug team","Female",2017,"15–",930
"8662","alcohol and drug team","Female",2017,"20–",1788
"8663","alcohol and drug team","Female",2017,"25–",1808
"8664","alcohol and drug team","Female",2017,"30–",2377
"8665","alcohol and drug team","Female",2017,"35–",2064
"8666","alcohol and drug team","Female",2017,"40–",1843
"8667","alcohol and drug team","Female",2017,"40–",1810
"8668","alcohol and drug team","Female",2017,"50–",1700
"8669","alcohol and drug team","Female",2017,"60–",1338
"8670","alcohol and drug team","Female",2017,"60–",865
"8671","alcohol and drug team","Female",2017,"65–",414
"8672","alcohol and drug team","Female",2017,"70–",240
"8673","alcohol and drug team","Female",2017,"75–",102
"8674","alcohol and drug team","Female",2017,"80–",48
"8675","alcohol and drug team","Female",2017,"85+",11
"8676","alcohol and drug team","Female",2017,"85+",9
"8677","forensic team","Male",2017,"0–",0
"8678","forensic team","Male",2017,"10–",0
"8679","forensic team","Male",2017,"15–",337
"8680","forensic team","Male",2017,"20–",1136
"8681","forensic team","Male",2017,"25–",1014
"8682","forensic team","Male",2017,"30–",1097
"8683","forensic team","Male",2017,"35–",791
"8684","forensic team","Male",2017,"40–",667
"8685","forensic team","Male",2017,"40–",592
"8686","forensic team","Male",2017,"50–",420
"8687","forensic team","Male",2017,"60–",294
"8688","forensic team","Male",2017,"60–",158
"8689","forensic team","Male",2017,"65–",96
"8690","forensic team","Male",2017,"70–",46
"8691","forensic team","Male",2017,"75–",19
"8692","forensic team","Male",2017,"80–",19
"8693","forensic team","Male",2017,"85+",7
"8694","forensic team","Male",2017,"85+",2
"8695","forensic team","Female",2017,"0–",0
"8696","forensic team","Female",2017,"10–",0
"8697","forensic team","Female",2017,"15–",122
"8698","forensic team","Female",2017,"20–",242
"8699","forensic team","Female",2017,"25–",213
"8700","forensic team","Female",2017,"30–",230
"8701","forensic team","Female",2017,"35–",210
"8702","forensic team","Female",2017,"40–",150
"8703","forensic team","Female",2017,"40–",103
"8704","forensic team","Female",2017,"50–",103
"8705","forensic team","Female",2017,"60–",82
"8706","forensic team","Female",2017,"60–",35
"8707","forensic team","Female",2017,"65–",26
"8708","forensic team","Female",2017,"70–",6
"8709","forensic team","Female",2017,"75–",1
"8710","forensic team","Female",2017,"80–",0
"8711","forensic team","Female",2017,"85+",1
"8712","forensic team","Female",2017,"85+",1
"8713","residential/accommodation team","Male",2017,"0–",0
"8714","residential/accommodation team","Male",2017,"10–",28
"8715","residential/accommodation team","Male",2017,"15–",57
"8716","residential/accommodation team","Male",2017,"20–",219
"8717","residential/accommodation team","Male",2017,"25–",363
"8718","residential/accommodation team","Male",2017,"30–",368
"8719","residential/accommodation team","Male",2017,"35–",314
"8720","residential/accommodation team","Male",2017,"40–",305
"8721","residential/accommodation team","Male",2017,"40–",325
"8722","residential/accommodation team","Male",2017,"50–",309
"8723","residential/accommodation team","Male",2017,"60–",281
"8724","residential/accommodation team","Male",2017,"60–",266
"8725","residential/accommodation team","Male",2017,"65–",200
"8726","residential/accommodation team","Male",2017,"70–",89
"8727","residential/accommodation team","Male",2017,"75–",39
"8728","residential/accommodation team","Male",2017,"80–",21
"8729","residential/accommodation team","Male",2017,"85+",5
"8730","residential/accommodation team","Male",2017,"85+",2
"8731","residential/accommodation team","Female",2017,"0–",0
"8732","residential/accommodation team","Female",2017,"10–",2
"8733","residential/accommodation team","Female",2017,"15–",109
"8734","residential/accommodation team","Female",2017,"20–",364
"8735","residential/accommodation team","Female",2017,"25–",330
"8736","residential/accommodation team","Female",2017,"30–",320
"8737","residential/accommodation team","Female",2017,"35–",276
"8738","residential/accommodation team","Female",2017,"40–",235
"8739","residential/accommodation team","Female",2017,"40–",337
"8740","residential/accommodation team","Female",2017,"50–",367
"8741","residential/accommodation team","Female",2017,"60–",358
"8742","residential/accommodation team","Female",2017,"60–",267
"8743","residential/accommodation team","Female",2017,"65–",223
"8744","residential/accommodation team","Female",2017,"70–",107
"8745","residential/accommodation team","Female",2017,"75–",41
"8746","residential/accommodation team","Female",2017,"80–",17
"8747","residential/accommodation team","Female",2017,"85+",9
"8748","residential/accommodation team","Female",2017,"85+",3
"8749","co-existing problems team","Male",2017,"0–",0
"8750","co-existing problems team","Male",2017,"10–",19
"8751","co-existing problems team","Male",2017,"15–",201
"8752","co-existing problems team","Male",2017,"20–",293
"8753","co-existing problems team","Male",2017,"25–",190
"8754","co-existing problems team","Male",2017,"30–",182
"8755","co-existing problems team","Male",2017,"35–",155
"8756","co-existing problems team","Male",2017,"40–",145
"8757","co-existing problems team","Male",2017,"40–",112
"8758","co-existing problems team","Male",2017,"50–",104
"8759","co-existing problems team","Male",2017,"60–",64
"8760","co-existing problems team","Male",2017,"60–",54
"8761","co-existing problems team","Male",2017,"65–",26
"8762","co-existing problems team","Male",2017,"70–",13
"8763","co-existing problems team","Male",2017,"75–",10
"8764","co-existing problems team","Male",2017,"80–",3
"8765","co-existing problems team","Male",2017,"85+",2
"8766","co-existing problems team","Male",2017,"85+",0
"8767","co-existing problems team","Female",2017,"0–",0
"8768","co-existing problems team","Female",2017,"10–",22
"8769","co-existing problems team","Female",2017,"15–",145
"8770","co-existing problems team","Female",2017,"20–",176
"8771","co-existing problems team","Female",2017,"25–",103
"8772","co-existing problems team","Female",2017,"30–",148
"8773","co-existing problems team","Female",2017,"35–",104
"8774","co-existing problems team","Female",2017,"40–",98
