"","activity","gender","year","age_group","amount"
"8631","community team","Female",2017,"40–44",4372
"8632","community team","Female",2017,"45–49",4277
"8633","community team","Female",2017,"50–54",3874
"8634","community team","Female",2017,"55–59",3098
"8635","community team","Female",2017,"60–64",2357
"8636","community team","Female",2017,"65–69",1749
"8637","community team","Female",2017,"70–74",1437
"8638","community team","Female",2017,"75–79",1268
"8639","community team","Female",2017,"80–84",1054
"8640","community team","Female",2017,"85+",1184
"8641","alcohol and drug team","Male",2017,"0–4",14
"8642","alcohol and drug team","Male",2017,"5–9",52
"8643","alcohol and drug team","Male",2017,"10–14",1352
"8644","alcohol and drug team","Male",2017,"15–19",3592
"8645","alcohol and drug team","Male",2017,"20–24",4646
"8646","alcohol and drug team","Male",2017,"25–29",4614
"8647","alcohol and drug team","Male",2017,"30–34",3953
"8648","alcohol and drug team","Male",2017,"35–39",3373
"8649","alcohol and drug team","Male",2017,"40–44",3192
"8650","alcohol and drug team","Male",2017,"45–49",3027
"8651","alcohol and drug team","Male",2017,"50–54",2266
"8652","alcohol and drug team","Male",2017,"55–59",1487
"8653","alcohol and drug team","Male",2017,"60–64",769
"8654","alcohol and drug team","Male",2017,"65–69",389
"8655","alcohol and drug team","Male",2017,"70–74",138
"8656","alcohol and drug team","Male",2017,"75–79",64
"8657","alcohol and drug team","Male",2017,"80–84",26
"8658","alcohol and drug team","Male",2017,"85+",5
"8659","alcohol and drug team","Female",2017,"0–4",19
"8660","alcohol and drug team","Female",2017,"5–9",26
"8661","alcohol and drug team","Female",2017,"10–14",930
"8662","alcohol and drug team","Female",2017,"15–19",1788
"8663","alcohol and drug team","Female",2017,"20–24",1808
"8664","alcohol and drug team","Female",2017,"25–29",2377
"8665","alcohol and drug team","Female",2017,"30–34",2064
"8666","alcohol and drug team","Female",2017,"35–39",1843
"8667","alcohol and drug team","Female",2017,"40–44",1810
"8668","alcohol and drug team","Female",2017,"45–49",1700
"8669","alcohol and drug team","Female",2017,"50–54",1338
"8670","alcohol and drug team","Female",2017,"55–59",865
"8671","alcohol and drug team","Female",2017,"60–64",414
"8672","alcohol and drug team","Female",2017,"65–69",240
"8673","alcohol and drug team","Female",2017,"70–74",102
"8674","alcohol and drug team","Female",2017,"75–79",48
"8675","alcohol and drug team","Female",2017,"80–84",11
"8676","alcohol and drug team","Female",2017,"85+",9
"8677","forensic team","Male",2017,"0–4",0
"8678","forensic team","Male",2017,"5–9",0
"8679","forensic team","Male",2017,"10–14",337
"8680","forensic team","Male",2017,"15–19",1136
"8681","forensic team","Male",2017,"20–24",1014
"8682","forensic team","Male",2017,"25–29",1097
"8683","forensic team","Male",2017,"30–34",791
"8684","forensic team","Male",2017,"35–39",667
"8685","forensic team","Male",2017,"40–44",592
"8686","forensic team","Male",2017,"45–49",420
"8687","forensic team","Male",2017,"50–54",294
"8688","forensic team","Male",2017,"55–59",158
"8689","forensic team","Male",2017,"60–64",96
"8690","forensic team","Male",2017,"65–69",46
"8691","forensic team","Male",2017,"70–74",19
"8692","forensic team","Male",2017,"75–79",19
"8693","forensic team","Male",2017,"80–84",7
"8694","forensic team","Male",2017,"85+",2
"8695","forensic team","Female",2017,"0–4",0
"8696","forensic team","Female",2017,"5–9",0
"8697","forensic team","Female",2017,"10–14",122
"8698","forensic team","Female",2017,"15–19",242
"8699","forensic team","Female",2017,"20–24",213
"8700","forensic team","Female",2017,"25–29",230
"8701","forensic team","Female",2017,"30–34",210
"8702","forensic team","Female",2017,"35–39",150
"8703","forensic team","Female",2017,"40–44",103
"8704","forensic team","Female",2017,"45–49",103
"8705","forensic team","Female",2017,"50–54",82
"8706","forensic team","Female",2017,"55–59",35
"8707","forensic team","Female",2017,"60–64",26
"8708","forensic team","Female",2017,"65–69",6
"8709","forensic team","Female",2017,"70–74",1
"8710","forensic team","Female",2017,"75–79",0
"8711","forensic team","Female",2017,"80–84",1
"8712","forensic team","Female",2017,"85+",1
"8713","residential/accommodation team","Male",2017,"0–4",0
"8714","residential/accommodation team","Male",2017,"5–9",28
"8715","residential/accommodation team","Male",2017,"10–14",57
"8716","residential/accommodation team","Male",2017,"15–19",219
"8717","residential/accommodation team","Male",2017,"20–24",363
"8718","residential/accommodation team","Male",2017,"25–29",368
"8719","residential/accommodation team","Male",2017,"30–34",314
"8720","residential/accommodation team","Male",2017,"35–39",305
"8721","residential/accommodation team","Male",2017,"40–44",325
"8722","residential/accommodation team","Male",2017,"45–49",309
"8723","residential/accommodation team","Male",2017,"50–54",281
"8724","residential/accommodation team","Male",2017,"55–59",266
"8725","residential/accommodation team","Male",2017,"60–64",200
"8726","residential/accommodation team","Male",2017,"65–69",89
"8727","residential/accommodation team","Male",2017,"70–74",39
"8728","residential/accommodation team","Male",2017,"75–79",21
"8729","residential/accommodation team","Male",2017,"80–84",5
"8730","residential/accommodation team","Male",2017,"85+",2
"8731","residential/accommodation team","Female",2017,"0–4",0
"8732","residential/accommodation team","Female",2017,"5–9",2
"8733","residential/accommodation team","Female",2017,"10–14",109
"8734","residential/accommodation team","Female",2017,"15–19",364
"8735","residential/accommodation team","Female",2017,"20–24",330
"8736","residential/accommodation team","Female",2017,"25–29",320
"8737","residential/accommodation team","Female",2017,"30–34",276
"8738","residential/accommodation team","Female",2017,"35–39",235
"8739","residential/accommodation team","Female",2017,"40–44",337
"8740","residential/accommodation team","Female",2017,"45–49",367
"8741","residential/accommodation team","Female",2017,"50–54",358
"8742","residential/accommodation team","Female",2017,"55–59",267
"8743","residential/accommodation team","Female",2017,"60–64",223
"8744","residential/accommodation team","Female",2017,"65–69",107
"8745","residential/accommodation team","Female",2017,"70–74",41
"8746","residential/accommodation team","Female",2017,"75–79",17
"8747","residential/accommodation team","Female",2017,"80–84",9
"8748","residential/accommodation team","Female",2017,"85+",3
"8749","co-existing problems team","Male",2017,"0–4",0
"8750","co-existing problems team","Male",2017,"5–9",19
"8751","co-existing problems team","Male",2017,"10–14",201
"8752","co-existing problems team","Male",2017,"15–19",293
"8753","co-existing problems team","Male",2017,"20–24",190
"8754","co-existing problems team","Male",2017,"25–29",182
"8755","co-existing problems team","Male",2017,"30–34",155
"8756","co-existing problems team","Male",2017,"35–39",145
"8757","co-existing problems team","Male",2017,"40–44",112
"8758","co-existing problems team","Male",2017,"45–49",104
"8759","co-existing problems team","Male",2017,"50–54",64
"8760","co-existing problems team","Male",2017,"55–59",54
"8761","co-existing problems team","Male",2017,"60–64",26
"8762","co-existing problems team","Male",2017,"65–69",13
"8763","co-existing problems team","Male",2017,"70–74",10
"8764","co-existing problems team","Male",2017,"75–79",3
"8765","co-existing problems team","Male",2017,"80–84",2
"8766","co-existing problems team","Male",2017,"85+",0
"8767","co-existing problems team","Female",2017,"0–4",0
"8768","co-existing problems team","Female",2017,"5–9",22
"8769","co-existing problems team","Female",2017,"10–14",145
"8770","co-existing problems team","Female",2017,"15–19",176
"8771","co-existing problems team","Female",2017,"20–24",103
"8772","co-existing problems team","Female",2017,"25–29",148
"8773","co-existing problems team","Female",2017,"30–34",104
"8774","co-existing problems team","Female",2017,"35–39",98
"8775","co-existing problems team","Female",2017,"40–44",87
"8776","co-existing problems team","Female",2017,"45–49",75
"8777","co-existing problems team","Female",2017,"50–54",66
"8778","co-existing problems team","Female",2017,"55–59",37
"8779","co-existing problems team","Female",2017,"60–64",27
"8780","co-existing problems team","Female",2017,"65–69",7
"8781","co-existing problems team","Female",2017,"70–74",1
"8782","co-existing problems team","Female",2017,"75–79",1
"8783","co-existing problems team","Female",2017,"80–84",0
"8784","co-existing problems team","Female",2017,"85+",0
"8785","intellectual disability dual diagnosis team","Male",2017,"0–4",0
"8786","intellectual disability dual diagnosis team","Male",2017,"5–9",0
"8787","intellectual disability dual diagnosis team","Male",2017,"10–14",1
"8788","intellectual disability dual diagnosis team","Male",2017,"15–19",59
"8789","intellectual disability dual diagnosis team","Male",2017,"20–24",92
"8790","intellectual disability dual diagnosis team","Male",2017,"25–29",55
"8791","intellectual disability dual diagnosis team","Male",2017,"30–34",41
"8792","intellectual disability dual diagnosis team","Male",2017,"35–39",36
"8793","intellectual disability dual diagnosis team","Male",2017,"40–44",42
"8794","intellectual disability dual diagnosis team","Male",2017,"45–49",47
"8795","intellectual disability dual diagnosis team","Male",2017,"50–54",50
"8796","intellectual disability dual diagnosis team","Male",2017,"55–59",39
"8797","intellectual disability dual diagnosis team","Male",2017,"60–64",22
"8798","intellectual disability dual diagnosis team","Male",2017,"65–69",9
"8799","intellectual disability dual diagnosis team","Male",2017,"70–74",7
"8800","intellectual disability dual diagnosis team","Male",2017,"75–79",0
"8801","intellectual disability dual diagnosis team","Male",2017,"80–84",0
"8802","intellectual disability dual diagnosis team","Male",2017,"85+",0
"8803","intellectual disability dual diagnosis team","Female",2017,"0–4",0
"8804","intellectual disability dual diagnosis team","Female",2017,"5–9",0
"8805","intellectual disability dual diagnosis team","Female",2017,"10–14",0
"8806","intellectual disability dual diagnosis team","Female",2017,"15–19",29
"8807","intellectual disability dual diagnosis team","Female",2017,"20–24",44
"8808","intellectual disability dual diagnosis team","Female",2017,"25–29",40
"8809","intellectual disability dual diagnosis team","Female",2017,"30–34",33
"8810","intellectual disability dual diagnosis team","Female",2017,"35–39",27
"8811","intellectual disability dual diagnosis team","Female",2017,"40–44",38
"8812","intellectual disability dual diagnosis team","Female",2017,"45–49",35
"8813","intellectual disability dual diagnosis team","Female",2017,"50–54",30
"8814","intellectual disability dual diagnosis team","Female",2017,"55–59",32
"8815","intellectual disability dual diagnosis team","Female",2017,"60–64",24
"8816","intellectual disability dual diagnosis team","Female",2017,"65–69",13
"8817","intellectual disability dual diagnosis team","Female",2017,"70–74",3
"8818","intellectual disability dual diagnosis team","Female",2017,"75–79",0
"8819","intellectual disability dual diagnosis team","Female",2017,"80–84",1
"8820","intellectual disability dual diagnosis team","Female",2017,"85+",0
"8821","specialty team","Male",2017,"0–4",67
"8822","specialty team","Male",2017,"5–9",279
"8823","specialty team","Male",2017,"10–14",817
"8824","specialty team","Male",2017,"15–19",948
"8825","specialty team","Male",2017,"20–24",97
"8826","specialty team","Male",2017,"25–29",72
"8827","specialty team","Male",2017,"30–34",71
"8828","specialty team","Male",2017,"35–39",75
"8829","specialty team","Male",2017,"40–44",63
"8830","specialty team","Male",2017,"45–49",71
"8831","specialty team","Male",2017,"50–54",59
"8832","specialty team","Male",2017,"55–59",54
"8833","specialty team","Male",2017,"60–64",63
"8834","specialty team","Male",2017,"65–69",96
"8835","specialty team","Male",2017,"70–74",116
"8836","specialty team","Male",2017,"75–79",126
"8837","specialty team","Male",2017,"80–84",97
"8838","specialty team","Male",2017,"85+",112
"8839","specialty team","Female",2017,"0–4",23
"8840","specialty team","Female",2017,"5–9",139
"8841","specialty team","Female",2017,"10–14",974
"8842","specialty team","Female",2017,"15–19",1465
"8843","specialty team","Female",2017,"20–24",96
"8844","specialty team","Female",2017,"25–29",123
"8845","specialty team","Female",2017,"30–34",119
"8846","specialty team","Female",2017,"35–39",112
"8847","specialty team","Female",2017,"40–44",102
"8848","specialty team","Female",2017,"45–49",96
"8849","specialty team","Female",2017,"50–54",81
"8850","specialty team","Female",2017,"55–59",63
"8851","specialty team","Female",2017,"60–64",70
"8852","specialty team","Female",2017,"65–69",116
"8853","specialty team","Female",2017,"70–74",130
"8854","specialty team","Female",2017,"75–79",139
"8855","specialty team","Female",2017,"80–84",138
"8856","specialty team","Female",2017,"85+",185
"8857","maternal mental health team","Male",2017,"0–4",1
"8858","maternal mental health team","Male",2017,"5–9",0
"8859","maternal mental health team","Male",2017,"10–14",0
"8860","maternal mental health team","Male",2017,"15–19",0
"8861","maternal mental health team","Male",2017,"20–24",3
"8862","maternal mental health team","Male",2017,"25–29",1
"8863","maternal mental health team","Male",2017,"30–34",2
"8864","maternal mental health team","Male",2017,"35–39",7
"8865","maternal mental health team","Male",2017,"40–44",1
"8866","maternal mental health team","Male",2017,"45–49",0
"8867","maternal mental health team","Male",2017,"50–54",0
"8868","maternal mental health team","Male",2017,"55–59",0
"8869","maternal mental health team","Male",2017,"60–64",1
"8870","maternal mental health team","Male",2017,"65–69",0
"8871","maternal mental health team","Male",2017,"70–74",0
"8872","maternal mental health team","Male",2017,"75–79",0
"8873","maternal mental health team","Male",2017,"80–84",0
"8874","maternal mental health team","Male",2017,"85+",0
"8875","maternal mental health team","Female",2017,"0–4",5
"8876","maternal mental health team","Female",2017,"5–9",0
"8877","maternal mental health team","Female",2017,"10–14",2
"8878","maternal mental health team","Female",2017,"15–19",301
"8879","maternal mental health team","Female",2017,"20–24",943
"8880","maternal mental health team","Female",2017,"25–29",1348
"8881","maternal mental health team","Female",2017,"30–34",1364
"8882","maternal mental health team","Female",2017,"35–39",835
"8883","maternal mental health team","Female",2017,"40–44",210
"8884","maternal mental health team","Female",2017,"45–49",14
"8885","maternal mental health team","Female",2017,"50–54",1
"8886","maternal mental health team","Female",2017,"55–59",0
"8887","maternal mental health team","Female",2017,"60–64",0
"8888","maternal mental health team","Female",2017,"65–69",0
"8889","maternal mental health team","Female",2017,"70–74",0
"8890","maternal mental health team","Female",2017,"75–79",0
"8891","maternal mental health team","Female",2017,"80–84",0
"8892","maternal mental health team","Female",2017,"85+",0
"8893","eating disorder team","Male",2017,"0–4",0
"8894","eating disorder team","Male",2017,"5–9",5
"8895","eating disorder team","Male",2017,"10–14",18
"8896","eating disorder team","Male",2017,"15–19",21
"8897","eating disorder team","Male",2017,"20–24",20
"8898","eating disorder team","Male",2017,"25–29",4
"8899","eating disorder team","Male",2017,"30–34",3
"8900","eating disorder team","Male",2017,"35–39",6
"8901","eating disorder team","Male",2017,"40–44",6
"8902","eating disorder team","Male",2017,"45–49",3
"8903","eating disorder team","Male",2017,"50–54",1
"8904","eating disorder team","Male",2017,"55–59",4
"8905","eating disorder team","Male",2017,"60–64",1
"8906","eating disorder team","Male",2017,"65–69",0
"8907","eating disorder team","Male",2017,"70–74",0
"8908","eating disorder team","Male",2017,"75–79",0
"8909","eating disorder team","Male",2017,"80–84",0
"8910","eating disorder team","Male",2017,"85+",1
"8911","eating disorder team","Female",2017,"0–4",0
"8912","eating disorder team","Female",2017,"5–9",6
"8913","eating disorder team","Female",2017,"10–14",129
"8914","eating disorder team","Female",2017,"15–19",472
"8915","eating disorder team","Female",2017,"20–24",262
"8916","eating disorder team","Female",2017,"25–29",137
"8917","eating disorder team","Female",2017,"30–34",76
"8918","eating disorder team","Female",2017,"35–39",48
"8919","eating disorder team","Female",2017,"40–44",46
"8920","eating disorder team","Female",2017,"45–49",32
"8921","eating disorder team","Female",2017,"50–54",27
"8922","eating disorder team","Female",2017,"55–59",20
"8923","eating disorder team","Female",2017,"60–64",11
"8924","eating disorder team","Female",2017,"65–69",3
"8925","eating disorder team","Female",2017,"70–74",3
"8926","eating disorder team","Female",2017,"75–79",1
"8927","eating disorder team","Female",2017,"80–84",0
"8928","eating disorder team","Female",2017,"85+",0
"8929","needs assessment and service coordination team","Male",2017,"0–4",6
"8930","needs assessment and service coordination team","Male",2017,"5–9",146
"8931","needs assessment and service coordination team","Male",2017,"10–14",188
"8932","needs assessment and service coordination team","Male",2017,"15–19",156
"8933","needs assessment and service coordination team","Male",2017,"20–24",170
"8934","needs assessment and service coordination team","Male",2017,"25–29",143
"8935","needs assessment and service coordination team","Male",2017,"30–34",147
"8936","needs assessment and service coordination team","Male",2017,"35–39",139
"8937","needs assessment and service coordination team","Male",2017,"40–44",174
"8938","needs assessment and service coordination team","Male",2017,"45–49",174
"8939","needs assessment and service coordination team","Male",2017,"50–54",145
"8940","needs assessment and service coordination team","Male",2017,"55–59",160
"8941","needs assessment and service coordination team","Male",2017,"60–64",114
"8942","needs assessment and service coordination team","Male",2017,"65–69",67
"8943","needs assessment and service coordination team","Male",2017,"70–74",34
"8944","needs assessment and service coordination team","Male",2017,"75–79",16
"8945","needs assessment and service coordination team","Male",2017,"80–84",8
"8946","needs assessment and service coordination team","Male",2017,"85+",2
"8947","needs assessment and service coordination team","Female",2017,"0–4",0
"8948","needs assessment and service coordination team","Female",2017,"5–9",45
"8949","needs assessment and service coordination team","Female",2017,"10–14",101
"8950","needs assessment and service coordination team","Female",2017,"15–19",130
"8951","needs assessment and service coordination team","Female",2017,"20–24",113
"8952","needs assessment and service coordination team","Female",2017,"25–29",122
"8953","needs assessment and service coordination team","Female",2017,"30–34",102
"8954","needs assessment and service coordination team","Female",2017,"35–39",122
"8955","needs assessment and service coordination team","Female",2017,"40–44",147
"8956","needs assessment and service coordination team","Female",2017,"45–49",175
"8957","needs assessment and service coordination team","Female",2017,"50–54",204
"8958","needs assessment and service coordination team","Female",2017,"55–59",168
"8959","needs assessment and service coordination team","Female",2017,"60–64",128
"8960","needs assessment and service coordination team","Female",2017,"65–69",94
"8961","needs assessment and service coordination team","Female",2017,"70–74",42
"8962","needs assessment and service coordination team","Female",2017,"75–79",29
"8963","needs assessment and service coordination team","Female",2017,"80–84",6
"8964","needs assessment and service coordination team","Female",2017,"85+",9
"8965","specialist psychotherapy team","Male",2017,"0–4",0
"8966","specialist psychotherapy team","Male",2017,"5–9",0
"8967","specialist psychotherapy team","Male",2017,"10–14",0
"8968","specialist psychotherapy team","Male",2017,"15–19",4
"8969","specialist psychotherapy team","Male",2017,"20–24",6
"8970","specialist psychotherapy team","Male",2017,"25–29",3
"8971","specialist psychotherapy team","Male",2017,"30–34",6
"8972","specialist psychotherapy team","Male",2017,"35–39",7
"8973","specialist psychotherapy team","Male",2017,"40–44",7
"8974","specialist psychotherapy team","Male",2017,"45–49",2
"8975","specialist psychotherapy team","Male",2017,"50–54",6
"8976","specialist psychotherapy team","Male",2017,"55–59",2
"8977","specialist psychotherapy team","Male",2017,"60–64",1
"8978","specialist psychotherapy team","Male",2017,"65–69",1
"8979","specialist psychotherapy team","Male",2017,"70–74",1
"8980","specialist psychotherapy team","Male",2017,"75–79",0
"8981","specialist psychotherapy team","Male",2017,"80–84",0
"8982","specialist psychotherapy team","Male",2017,"85+",0
"8983","specialist psychotherapy team","Female",2017,"0–4",0
"8984","specialist psychotherapy team","Female",2017,"5–9",1
"8985","specialist psychotherapy team","Female",2017,"10–14",2
"8986","specialist psychotherapy team","Female",2017,"15–19",15
"8987","specialist psychotherapy team","Female",2017,"20–24",25
"8988","specialist psychotherapy team","Female",2017,"25–29",31
"8989","specialist psychotherapy team","Female",2017,"30–34",25
"8990","specialist psychotherapy team","Female",2017,"35–39",20
"8991","specialist psychotherapy team","Female",2017,"40–44",23
"8992","specialist psychotherapy team","Female",2017,"45–49",16
"8993","specialist psychotherapy team","Female",2017,"50–54",13
"8994","specialist psychotherapy team","Female",2017,"55–59",6
"8995","specialist psychotherapy team","Female",2017,"60–64",4
"8996","specialist psychotherapy team","Female",2017,"65–69",1
"8997","specialist psychotherapy team","Female",2017,"70–74",1
"8998","specialist psychotherapy team","Female",2017,"75–79",0
"8999","specialist psychotherapy team","Female",2017,"80–84",0
"9000","specialist psychotherapy team","Female",2017,"85+",0
"9001","early intervention team","Male",2017,"0–4",0
"9002","early intervention team","Male",2017,"5–9",0
"9003","early intervention team","Male",2017,"10–14",51
"9004","early intervention team","Male",2017,"15–19",356
"9005","early intervention team","Male",2017,"20–24",345
"9006","early intervention team","Male",2017,"25–29",114
"9007","early intervention team","Male",2017,"30–34",12
"9008","early intervention team","Male",2017,"35–39",1
"9009","early intervention team","Male",2017,"40–44",0
"9010","early intervention team","Male",2017,"45–49",0
"9011","early intervention team","Male",2017,"50–54",3
"9012","early intervention team","Male",2017,"55–59",1
"9013","early intervention team","Male",2017,"60–64",0
"9014","early intervention team","Male",2017,"65–69",0
"9015","early intervention team","Male",2017,"70–74",0
"9016","early intervention team","Male",2017,"75–79",0
"9017","early intervention team","Male",2017,"80–84",0
"9018","early intervention team","Male",2017,"85+",0
"9019","early intervention team","Female",2017,"0–4",0
"9020","early intervention team","Female",2017,"5–9",1
"9021","early intervention team","Female",2017,"10–14",41
"9022","early intervention team","Female",2017,"15–19",213
"9023","early intervention team","Female",2017,"20–24",140
"9024","early intervention team","Female",2017,"25–29",46
"9025","early intervention team","Female",2017,"30–34",7
"9026","early intervention team","Female",2017,"35–39",1
"9027","early intervention team","Female",2017,"40–44",0
"9028","early intervention team","Female",2017,"45–49",0
"9029","early intervention team","Female",2017,"50–54",1
"9030","early intervention team","Female",2017,"55–59",0
"9031","early intervention team","Female",2017,"60–64",0
"9032","early intervention team","Female",2017,"65–69",0
"9033","early intervention team","Female",2017,"70–74",0
"9034","early intervention team","Female",2017,"75–79",0
"9035","early intervention team","Female",2017,"80–84",0
"9036","early intervention team","Female",2017,"85+",0
"9037","inpatient team","Male",2018,"0–4",0
"9038","inpatient team","Male",2018,"5–9",7
"9039","inpatient team","Male",2018,"10–14",63
"9040","inpatient team","Male",2018,"15–19",507
"9041","inpatient team","Male",2018,"20–24",807
"9042","inpatient team","Male",2018,"25–29",712
"9043","inpatient team","Male",2018,"30–34",553
"9044","inpatient team","Male",2018,"35–39",496
"9045","inpatient team","Male",2018,"40–44",475
"9046","inpatient team","Male",2018,"45–49",467
"9047","inpatient team","Male",2018,"50–54",385
"9048","inpatient team","Male",2018,"55–59",286
"9049","inpatient team","Male",2018,"60–64",238
"9050","inpatient team","Male",2018,"65–69",175
"9051","inpatient team","Male",2018,"70–74",136
"9052","inpatient team","Male",2018,"75–79",113
"9053","inpatient team","Male",2018,"80–84",72
"9054","inpatient team","Male",2018,"85+",79
"9055","inpatient team","Female",2018,"0–4",0
"9056","inpatient team","Female",2018,"5–9",10
"9057","inpatient team","Female",2018,"10–14",105
"9058","inpatient team","Female",2018,"15–19",531
"9059","inpatient team","Female",2018,"20–24",592
"9060","inpatient team","Female",2018,"25–29",538
"9061","inpatient team","Female",2018,"30–34",432
"9062","inpatient team","Female",2018,"35–39",381
"9063","inpatient team","Female",2018,"40–44",429
"9064","inpatient team","Female",2018,"45–49",403
"9065","inpatient team","Female",2018,"50–54",402
"9066","inpatient team","Female",2018,"55–59",344
"9067","inpatient team","Female",2018,"60–64",249
"9068","inpatient team","Female",2018,"65–69",199
"9069","inpatient team","Female",2018,"70–74",181
"9070","inpatient team","Female",2018,"75–79",123
"9071","inpatient team","Female",2018,"80–84",98
"9072","inpatient team","Female",2018,"85+",91
"9073","community team","Male",2018,"0–4",1077
"9074","community team","Male",2018,"5–9",5883
"9075","community team","Male",2018,"10–14",6691
"9076","community team","Male",2018,"15–19",7053
"9077","community team","Male",2018,"20–24",6471
"9078","community team","Male",2018,"25–29",5769
"9079","community team","Male",2018,"30–34",4676
"9080","community team","Male",2018,"35–39",4230
"9081","community team","Male",2018,"40–44",4139
"9082","community team","Male",2018,"45–49",4011
"9083","community team","Male",2018,"50–54",3446
"9084","community team","Male",2018,"55–59",2888
"9085","community team","Male",2018,"60–64",2126
"9086","community team","Male",2018,"65–69",1389
"9087","community team","Male",2018,"70–74",1086
"9088","community team","Male",2018,"75–79",957
"9089","community team","Male",2018,"80–84",719
"9090","community team","Male",2018,"85+",777
"9091","community team","Female",2018,"0–4",661
"9092","community team","Female",2018,"5–9",2577
"9093","community team","Female",2018,"10–14",6871
"9094","community team","Female",2018,"15–19",10219
"9095","community team","Female",2018,"20–24",6941
"9096","community team","Female",2018,"25–29",5993
"9097","community team","Female",2018,"30–34",5192
"9098","community team","Female",2018,"35–39",4386
"9099","community team","Female",2018,"40–44",4226
"9100","community team","Female",2018,"45–49",4384
"9101","community team","Female",2018,"50–54",3869
"9102","community team","Female",2018,"55–59",3251
"9103","community team","Female",2018,"60–64",2415
"9104","community team","Female",2018,"65–69",1838
"9105","community team","Female",2018,"70–74",1505
"9106","community team","Female",2018,"75–79",1264
"9107","community team","Female",2018,"80–84",1065
"9108","community team","Female",2018,"85+",1200
"9109","alcohol and drug team","Male",2018,"0–4",19
"9110","alcohol and drug team","Male",2018,"5–9",102
"9111","alcohol and drug team","Male",2018,"10–14",1336
"9112","alcohol and drug team","Male",2018,"15–19",3284
"9113","alcohol and drug team","Male",2018,"20–24",4354
"9114","alcohol and drug team","Male",2018,"25–29",4817
"9115","alcohol and drug team","Male",2018,"30–34",4182
"9116","alcohol and drug team","Male",2018,"35–39",3459
"9117","alcohol and drug team","Male",2018,"40–44",3224
"9118","alcohol and drug team","Male",2018,"45–49",3036
"9119","alcohol and drug team","Male",2018,"50–54",2284
"9120","alcohol and drug team","Male",2018,"55–59",1595
"9121","alcohol and drug team","Male",2018,"60–64",817
"9122","alcohol and drug team","Male",2018,"65–69",399
"9123","alcohol and drug team","Male",2018,"70–74",154
"9124","alcohol and drug team","Male",2018,"75–79",66
"9125","alcohol and drug team","Male",2018,"80–84",25
"9126","alcohol and drug team","Male",2018,"85+",6
"9127","alcohol and drug team","Female",2018,"0–4",22
"9128","alcohol and drug team","Female",2018,"5–9",60
"9129","alcohol and drug team","Female",2018,"10–14",841
"9130","alcohol and drug team","Female",2018,"15–19",1654
"9131","alcohol and drug team","Female",2018,"20–24",1849
"9132","alcohol and drug team","Female",2018,"25–29",2458
"9133","alcohol and drug team","Female",2018,"30–34",2102
"9134","alcohol and drug team","Female",2018,"35–39",1858
"9135","alcohol and drug team","Female",2018,"40–44",1725
"9136","alcohol and drug team","Female",2018,"45–49",1781
"9137","alcohol and drug team","Female",2018,"50–54",1333
"9138","alcohol and drug team","Female",2018,"55–59",928
"9139","alcohol and drug team","Female",2018,"60–64",484
"9140","alcohol and drug team","Female",2018,"65–69",275
"9141","alcohol and drug team","Female",2018,"70–74",101
"9142","alcohol and drug team","Female",2018,"75–79",50
"9143","alcohol and drug team","Female",2018,"80–84",7
"9144","alcohol and drug team","Female",2018,"85+",8
"9145","forensic team","Male",2018,"0–4",0
"9146","forensic team","Male",2018,"5–9",0
"9147","forensic team","Male",2018,"10–14",324
"9148","forensic team","Male",2018,"15–19",1104
"9149","forensic team","Male",2018,"20–24",963
"9150","forensic team","Male",2018,"25–29",1053
"9151","forensic team","Male",2018,"30–34",836
"9152","forensic team","Male",2018,"35–39",654
"9153","forensic team","Male",2018,"40–44",587
"9154","forensic team","Male",2018,"45–49",462
"9155","forensic team","Male",2018,"50–54",268
"9156","forensic team","Male",2018,"55–59",178
"9157","forensic team","Male",2018,"60–64",96
"9158","forensic team","Male",2018,"65–69",46
"9159","forensic team","Male",2018,"70–74",19
"9160","forensic team","Male",2018,"75–79",16
"9161","forensic team","Male",2018,"80–84",9
"9162","forensic team","Male",2018,"85+",4
"9163","forensic team","Female",2018,"0–4",0
"9164","forensic team","Female",2018,"5–9",0
"9165","forensic team","Female",2018,"10–14",127
"9166","forensic team","Female",2018,"15–19",223
"9167","forensic team","Female",2018,"20–24",196
"9168","forensic team","Female",2018,"25–29",228
"9169","forensic team","Female",2018,"30–34",174
"9170","forensic team","Female",2018,"35–39",156
"9171","forensic team","Female",2018,"40–44",106
"9172","forensic team","Female",2018,"45–49",102
"9173","forensic team","Female",2018,"50–54",64
"9174","forensic team","Female",2018,"55–59",27
"9175","forensic team","Female",2018,"60–64",16
"9176","forensic team","Female",2018,"65–69",5
"9177","forensic team","Female",2018,"70–74",1
"9178","forensic team","Female",2018,"75–79",1
"9179","forensic team","Female",2018,"80–84",0
"9180","forensic team","Female",2018,"85+",0
"9181","residential/accommodation team","Male",2018,"0–4",0
"9182","residential/accommodation team","Male",2018,"5–9",19
"9183","residential/accommodation team","Male",2018,"10–14",68
"9184","residential/accommodation team","Male",2018,"15–19",238
"9185","residential/accommodation team","Male",2018,"20–24",367
"9186","residential/accommodation team","Male",2018,"25–29",338
"9187","residential/accommodation team","Male",2018,"30–34",302
"9188","residential/accommodation team","Male",2018,"35–39",306
"9189","residential/accommodation team","Male",2018,"40–44",330
"9190","residential/accommodation team","Male",2018,"45–49",343
"9191","residential/accommodation team","Male",2018,"50–54",304
